Kaia Bajaja,Kaia Bajaja A,M (Red dwarf) Star,true,M5
Kaia Bajaja,Kaia Bajaja B,M (Red dwarf) Star,false,M7
Nocori,Nocori A,L (Brown dwarf) Star,true,L6
Nocori,Nocori B,L (Brown dwarf) Star,false,L4
Nocori,Nocori C,T (Brown dwarf) Star,false,T6
Nocori,Nocori D,T (Brown dwarf) Star,false,T3
SPOCS 208,SPOCS 208 A,G (White-Yellow) Star,true,G0
SPOCS 208,SPOCS 208 B,M (Red dwarf) Star,false,M4
HIP 118311,HIP 118311,M (Red dwarf) Star,true,M8
LP 214-26,LP 214-26,K (Yellow-Orange) Star,true,K
Trimir,Trimir A,M (Red dwarf) Star,true,M6
Trimir,Trimir B,M (Red dwarf) Star,false,M7
LP 375-23,LP 375-23 A,M (Red dwarf) Star,true,M7
LP 375-23,LP 375-23 B,L (Brown dwarf) Star,false,L2
LP 375-23,LP 375-23 C,T (Brown dwarf) Star,false,T0
LP 375-23,LP 375-23 D,T (Brown dwarf) Star,false,T3
Pisagi,Pisagi,M (Red dwarf) Star,true,M2
Chinovane,Chinovane,K (Yellow-Orange) Star,true,K4
Indra,Indra A,K (Yellow-Orange) Star,true,K
Indra,Indra B,M (Red dwarf) Star,false,M8
Indra,Indra C,L (Brown dwarf) Star,false,L4
Indra,Indra D,L (Brown dwarf) Star,false,L8
Negidals,Negidals A,L (Brown dwarf) Star,true,L3
Negidals,Negidals B,T (Brown dwarf) Star,false,T2
LHS 3295,LHS 3295 A,M (Red dwarf) Star,true,M1
LHS 3295,LHS 3295 B,M (Red dwarf) Star,false,M7
Arinna,Arinna,K (Yellow-Orange) Star,true,K2
CPD-28 332,CPD-28 332 A,F (White) Star,true,F6
CPD-28 332,CPD-28 332 B,M (Red dwarf) Star,false,M3
CPD-28 332,CPD-28 332 C,M (Red dwarf) Star,false,M8
Hun Binja,Hun Binja A,M (Red dwarf) Star,true,M6
Hun Binja,Hun Binja B,L (Brown dwarf) Star,false,L3
Hun Binja,Hun Binja C,L (Brown dwarf) Star,false,L4
Louguala,Louguala A,K (Yellow-Orange) Star,true,K1
Louguala,Louguala B,M (Red dwarf) Star,false,M0
Louguala,Louguala C,L (Brown dwarf) Star,false,L4
Louguala,Louguala D,M (Red dwarf) Star,false,M9
Louguala,Louguala E,Y (Brown dwarf) Star,false,Y0
15 Ursae Majoris,15 Ursae Majoris,A (Blue-White) Star,true,A6
Ganiyan,Ganiyan,M (Red dwarf) Star,true,M6
HIP 54210,HIP 54210 A,K (Yellow-Orange) Star,true,K9
HIP 54210,HIP 54210 B,L (Brown dwarf) Star,false,L5
HIP 54210,HIP 54210 C,T (Brown dwarf) Star,false,T3
Kachian,Kachian A,M (Red dwarf) Star,true,M9
Kachian,Kachian B,T (Brown dwarf) Star,false,T9
Kachian,Kachian C,T (Brown dwarf) Star,false,T4
Dhrutin,Dhrutin,T Tauri Star,true,TTS1
Orong,Orong,G (White-Yellow) Star,true,G8
Walumbhaik,Walumbhaik,M (Red dwarf) Star,true,M3
LHS 184,LHS 184,M (Red dwarf) Star,true,M5
Gui Xian,Gui Xian A,G (White-Yellow) Star,true,G6
Gui Xian,Gui Xian B,M (Red dwarf) Star,false,M9
EGM 762,EGM 762,K (Yellow-Orange) Star,true,K
LP 762-3,LP 762-3 A,M (Red dwarf) Star,true,M6
LP 762-3,LP 762-3 B,L (Brown dwarf) Star,false,L4
LP 762-3,LP 762-3 C,T (Brown dwarf) Star,false,T8
LP 762-3,LP 762-3 D,T (Brown dwarf) Star,false,T6
Bardgri,Bardgri A,M (Red dwarf) Star,true,M6
Bardgri,Bardgri B,L (Brown dwarf) Star,false,L7
Bardgri,Bardgri C,M (Red dwarf) Star,false,M7
Bardgri,Bardgri D,L (Brown dwarf) Star,false,L3
Grudevaci,Grudevaci A,T Tauri Star,true,TTS5
Grudevaci,Grudevaci B,T Tauri Star,false,TTS0
LFT 1739,LFT 1739 A,M (Red dwarf) Star,true,M3
LFT 1739,LFT 1739 B,T (Brown dwarf) Star,false,T5
RR Caeli,RR Caeli A,White Dwarf (DA) Star,true,null
RR Caeli,RR Caeli B,K (Yellow-Orange) Star,false,K9
RR Caeli,RR Caeli C,K (Yellow-Orange) Star,false,K8
Kumbou,Kumbou A,K (Yellow-Orange) Star,true,K5
Kumbou,Kumbou B,M (Red dwarf) Star,false,M2
Kumbou,Kumbou C,M (Red dwarf) Star,false,M4
HIP 114044,HIP 114044 A,K (Yellow-Orange) Star,true,K8
HIP 114044,HIP 114044 B,M (Red dwarf) Star,false,M7
San Mathaa,San Mathaa,M (Red dwarf) Star,true,M7
LHS 64,LHS 64 A,M (Red dwarf) Star,true,M4
LHS 64,LHS 64 B,M (Red dwarf) Star,false,M7
LHS 3802,LHS 3802,M (Red dwarf) Star,true,M2
Wolf 1019,Wolf 1019 A,M (Red dwarf) Star,true,M3
Wolf 1019,Wolf 1019 B,L (Brown dwarf) Star,false,L3
Wakawal,Wakawal,K (Yellow-Orange) Star,true,K4
LTT 2337,LTT 2337,K (Yellow-Orange) Star,true,K4
Boreo,Boreo,M (Red dwarf) Star,true,M0
CD-72 1783,CD-72 1783 A,G (White-Yellow) Star,true,G
CD-72 1783,CD-72 1783 B,K (Yellow-Orange) Star,false,K6
Inheretii,Inheretii A,K (Yellow-Orange) Star,true,K0
Inheretii,Inheretii B,K (Yellow-Orange) Star,false,K6
Inheretii,Inheretii C,M (Red dwarf) Star,false,M5
Inheretii,Inheretii D,M (Red dwarf) Star,false,M8
Inheretii,Inheretii E,T (Brown dwarf) Star,false,T5
Kolyawa,Kolyawa,T (Brown dwarf) Star,true,T5
Bakas,Bakas,K (Yellow-Orange) Star,true,K9
HR 7674,HR 7674 A,F (White) Star,true,F8
HR 7674,HR 7674 B,M (Red dwarf) Star,false,M5
HIP 15587,HIP 15587 A,G (White-Yellow) Star,true,G3
HIP 15587,HIP 15587 B,M (Red dwarf) Star,false,M1
Payayan,Payayan A,K (Yellow-Orange) Star,true,K4
Payayan,Payayan B,K (Yellow-Orange) Star,false,K2
Caspatsuria,Caspatsuria,K (Yellow-Orange) Star,true,K6
Amaunet,Amaunet,M (Red dwarf) Star,true,M0
Vadimo,Vadimo,K (Yellow-Orange) Star,true,K7
Kutjara,Kutjara A,M (Red dwarf) Star,true,M6
Kutjara,Kutjara B,L (Brown dwarf) Star,false,L6
Kutjara,Kutjara C,L (Brown dwarf) Star,false,L9
Popolof,Popolof A,K (Yellow-Orange) Star,true,K8
Popolof,Popolof B,M (Red dwarf) Star,false,M1
Deriv-Dar,Deriv-Dar A,G (White-Yellow) Star,true,G
Deriv-Dar,Deriv-Dar AB 4,Y (Brown dwarf) Star,false,Y5
Deriv-Dar,Deriv-Dar B,M (Red dwarf) Star,false,M1
Deriv-Dar,Deriv-Dar C,K (Yellow-Orange) Star,false,K3
NLTT 8084,NLTT 8084,M (Red dwarf) Star,true,M4
Tang Mu,Tang Mu A,K (Yellow-Orange) Star,true,K4
Tang Mu,Tang Mu B,K (Yellow-Orange) Star,false,K7
Tang Mu,Tang Mu C,M (Red dwarf) Star,false,M7
Mors,Mors,K (Yellow-Orange giant) Star,true,K4
Tetek,Tetek A,K (Yellow-Orange) Star,true,K4
Tetek,Tetek B,M (Red dwarf) Star,false,M0
Tetek,Tetek C,L (Brown dwarf) Star,false,L7
MCC 378,MCC 378,K (Yellow-Orange) Star,true,K6
Zeta Leporis,Zeta Leporis A,A (Blue-White) Star,true,A5
Zeta Leporis,Zeta Leporis B,K (Yellow-Orange) Star,false,K0
Zeta Leporis,Zeta Leporis C,M (Red dwarf) Star,false,M4
Dainayiman,Dainayiman,K (Yellow-Orange) Star,true,K2
Col 285 Sector TE-Q d5-104,Col 285 Sector TE-Q d5-104 A,F (White) Star,true,F4
Col 285 Sector TE-Q d5-104,Col 285 Sector TE-Q d5-104 B,M (Red dwarf) Star,false,M4
Col 285 Sector TE-Q d5-104,Col 285 Sector TE-Q d5-104 C,L (Brown dwarf) Star,false,L6
Hyades Sector LX-U d2-76,Hyades Sector LX-U d2-76 A,K (Yellow-Orange) Star,true,K5
Hyades Sector LX-U d2-76,Hyades Sector LX-U d2-76 B,M (Red dwarf) Star,false,M5
LHS 197,LHS 197,M (Red dwarf) Star,true,M5
G 172-13,G 172-13 A,M (Red dwarf) Star,true,M6
G 172-13,G 172-13 B,L (Brown dwarf) Star,false,L1
Zi Yines,Zi Yines,M (Red dwarf) Star,true,M4
Candecama,Candecama A,K (Yellow-Orange) Star,true,K3
Candecama,Candecama B,L (Brown dwarf) Star,false,L4
LTT 8856,LTT 8856,G (White-Yellow) Star,true,G
Shom Djero,Shom Djero A,M (Red dwarf) Star,true,M3
Shom Djero,Shom Djero B,M (Red dwarf) Star,false,M8
Shom Djero,Shom Djero C,L (Brown dwarf) Star,false,L3
BD-12 6174,BD-12 6174,M (Red dwarf) Star,true,M1
Waruts,Waruts A,M (Red dwarf) Star,true,M2
Waruts,Waruts B,M (Red dwarf) Star,false,M4
HIP 1933,HIP 1933,K (Yellow-Orange) Star,true,K2
HIP 1933,HIP 1933 1,Y (Brown dwarf) Star,false,Y5
HIP 1933,HIP 1933 3,Y (Brown dwarf) Star,false,Y3
Dana,Dana,M (Red dwarf) Star,true,M0
HIP 117783,HIP 117783 A,G (White-Yellow) Star,true,G2
HIP 117783,HIP 117783 B,M (Red dwarf) Star,false,M4
HIP 117783,HIP 117783 C,M (Red dwarf) Star,false,M7
BD-08 535,BD-08 535,K (Yellow-Orange) Star,true,K6
Wurrucinga,Wurrucinga A,M (Red dwarf) Star,true,M0
Wurrucinga,Wurrucinga B,M (Red dwarf) Star,false,M5
Maiki,Maiki,M (Red dwarf) Star,true,M1
Seediansi,Seediansi,T Tauri Star,true,TTS7
Voltani,Voltani,K (Yellow-Orange) Star,true,K9
HIP 110629,HIP 110629,F (White) Star,true,F3
HIP 110629,HIP 110629 2,Y (Brown dwarf) Star,false,Y3
HIP 110629,HIP 110629 4,Y (Brown dwarf) Star,false,Y5
HIP 110629,HIP 110629 5,Y (Brown dwarf) Star,false,Y4
HIP 26067,HIP 26067,K (Yellow-Orange) Star,true,K3
Ellri,Ellri A,K (Yellow-Orange) Star,true,K4
Ellri,Ellri B,M (Red dwarf) Star,false,M8
Ellri,Ellri C,T (Brown dwarf) Star,false,T2
Ptah,Ptah A,M (Red dwarf) Star,true,M6
Ptah,Ptah B,L (Brown dwarf) Star,false,L4
Nyamad,Nyamad A,M (Red dwarf) Star,true,M3
Nyamad,Nyamad B,L (Brown dwarf) Star,false,L4
Nyamad,Nyamad C,T (Brown dwarf) Star,false,T7
Djenn Crua,Djenn Crua,M (Red dwarf) Star,true,M9
HIP 118321,HIP 118321 A,G (White-Yellow) Star,true,G
HIP 118321,HIP 118321 B,M (Red dwarf) Star,false,M4
HIP 118321,HIP 118321 C,L (Brown dwarf) Star,false,L1
HIP 118321,HIP 118321 D,M (Red dwarf) Star,false,M1
Kavalliyala,Kavalliyala A,M (Red dwarf) Star,true,M2
Kavalliyala,Kavalliyala B,M (Red dwarf) Star,false,M4
Shangdi,Shangdi,K (Yellow-Orange) Star,true,K8
Shangdi,Gl 40 B,M (Red dwarf) Star,false,M5
Xolotl,Xolotl,M (Red dwarf) Star,true,M1
Meelov,Meelov A,G (White-Yellow) Star,true,G
Meelov,Meelov B,K (Yellow-Orange) Star,false,K9
LHS 266,LHS 266 A,M (Red dwarf) Star,true,M1
LHS 266,LHS 266 B,M (Red dwarf) Star,false,M8
Wolf 324,Wolf 324,K (Yellow-Orange) Star,true,K6
Ross 89,Ross 89 A,M (Red dwarf) Star,true,M1
Ross 89,Ross 89 B,M (Red dwarf) Star,false,M4
Ross 89,Ross 89 C,M (Red dwarf) Star,false,M9
Ross 89,Ross 89 D,T (Brown dwarf) Star,false,T5
Ren Tun,Ren Tun A,M (Red dwarf) Star,true,M7
Ren Tun,Ren Tun B,L (Brown dwarf) Star,false,L5
Ngere,Ngere A,M (Red dwarf) Star,true,M0
Ngere,Ngere B,L (Brown dwarf) Star,false,L7
HR 8793,HR 8793 A,F (White) Star,true,F5
HR 8793,HR 8793 B,M (Red dwarf) Star,false,M5
Gera,Gera,G (White-Yellow) Star,true,G6
Angrbonii,Angrbonii A,L (Brown dwarf) Star,true,L4
Angrbonii,Angrbonii B,T (Brown dwarf) Star,false,T8
Angrbonii,Angrbonii C,T (Brown dwarf) Star,false,T4
Exigus,Exigus,G (White-Yellow) Star,true,G5
LHS 3749,LHS 3749 A,M (Red dwarf) Star,true,M6
LHS 3749,LHS 3749 B,M (Red dwarf) Star,false,M6
Gungassa,Gungassa,M (Red dwarf) Star,true,M7
62 Ursae Majoris,62 Ursae Majoris A,F (White) Star,true,F
62 Ursae Majoris,62 Ursae Majoris B,K (Yellow-Orange) Star,false,K9
"Ch'iang Fei","Ch'iang Fei A",F (White) Star,true,F7
"Ch'iang Fei","Ch'iang Fei B",M (Red dwarf) Star,false,M2
LHS 115,LHS 115,M (Red dwarf) Star,true,M4
LHS 115,Gliese 22 B,M (Red dwarf) Star,false,M7
LHS 115,Gliese 22 C,M (Red dwarf) Star,false,M8
Yalura,Yalura,K (Yellow-Orange) Star,true,K5
Secoya,Secoya A,M (Red dwarf) Star,true,M1
Secoya,Secoya B,L (Brown dwarf) Star,false,L4
Secoya,Secoya C,T (Brown dwarf) Star,false,T3
Ausrintini,Ausrintini,M (Red dwarf) Star,true,M0
HIP 18839,HIP 18839,F (White) Star,true,F2
BD+33 256,BD+33 256,F (White) Star,true,F9
Mantuate,Mantuate A,M (Red dwarf) Star,true,M3
Mantuate,Mantuate B,L (Brown dwarf) Star,false,L4
Namorodo,Namorodo A,K (Yellow-Orange) Star,true,K5
Namorodo,Namorodo B,M (Red dwarf) Star,false,M7
Namorodo,Namorodo C,M (Red dwarf) Star,false,M7
CD-51 2650,CD-51 2650,F (White) Star,true,F6
HIP 36129,HIP 36129,G (White-Yellow) Star,true,G5
Kaun,Kaun,G (White-Yellow) Star,true,G6
Slavisc,Slavisc,T Tauri Star,true,TTS4
Conventes,Conventes,M (Red dwarf) Star,true,M6
Barathaona,Barathaona A,M (Red dwarf) Star,true,M6
Barathaona,Barathaona B,M (Red dwarf) Star,false,M3
Trimarindji,Trimarindji A,M (Red dwarf) Star,true,M2
Trimarindji,Trimarindji B,M (Red dwarf) Star,false,M8
Trimarindji,Trimarindji C,L (Brown dwarf) Star,false,L8
Anhuanga,Anhuanga A,M (Red dwarf) Star,true,M5
Anhuanga,Anhuanga B,L (Brown dwarf) Star,false,L5
Anhuanga,Anhuanga C,T (Brown dwarf) Star,false,T5
Lambda-1 Tucanae,Lambda-1 Tucanae A,F (White) Star,true,F
Lambda-1 Tucanae,Lambda-1 Tucanae B,G (White-Yellow) Star,false,G5
LTT 16218,LTT 16218 A,White Dwarf (DA) Star,true,null
LTT 16218,LTT 16218 B,K (Yellow-Orange) Star,false,K6
LTT 15899,LTT 15899 A,K (Yellow-Orange) Star,true,K2
LTT 15899,LTT 15899 B,M (Red dwarf) Star,false,M6
LTT 15899,LTT 15899 C,L (Brown dwarf) Star,false,L2
Ngaru,Ngaru,T (Brown dwarf) Star,true,T0
Ngobedu,Ngobedu,T Tauri Star,true,TTS9
LP 849-20,LP 849-20 A,M (Red dwarf) Star,true,M1
LP 849-20,LP 849-20 B,M (Red dwarf) Star,false,M8
LP 849-20,LP 849-20 C,M (Red dwarf) Star,false,M6
LTT 1509,LTT 1509 A,M (Red dwarf) Star,true,M1
LTT 1509,LTT 1509 B,M (Red dwarf) Star,false,M9
Alrai Sector KH-V b2-7,Alrai Sector KH-V b2-7,M (Red dwarf) Star,true,M8
Paribela,Paribela,K (Yellow-Orange) Star,true,K8
HR 6987,HR 6987 A,F (White) Star,true,F0
HR 6987,HR 6987 AB 2,T (Brown dwarf) Star,false,T9
HR 6987,HR 6987 B,F (White) Star,false,F7
Sumel,Sumel A,F (White) Star,true,F8
Sumel,Sumel B,M (Red dwarf) Star,false,M4
Abukunin,Abukunin A,K (Yellow-Orange) Star,true,K9
Abukunin,Abukunin B,M (Red dwarf) Star,false,M5
Malloc,Malloc,G (White-Yellow) Star,true,G1
Tauerni,Tauerni A,M (Red giant) Star,true,M7
Tauerni,Tauerni B,L (Brown dwarf) Star,false,L2
Begovans,Begovans,M (Red dwarf) Star,true,M2
Taotiges,Taotiges A,K (Yellow-Orange) Star,true,K2
Taotiges,Taotiges B,M (Red dwarf) Star,false,M5
Taotiges,Taotiges C,L (Brown dwarf) Star,false,L1
Taotiges,Taotiges D,K (Yellow-Orange) Star,false,K5
Taotiges,Taotiges E,M (Red dwarf) Star,false,M5
Jaadwadlia,Jaadwadlia,G (White-Yellow) Star,true,G7
Verbigeni,Verbigeni,M (Red dwarf) Star,true,M2
Aphra,Aphra A,K (Yellow-Orange) Star,true,K5
Aphra,Aphra B,M (Red dwarf) Star,false,M7
LHS 3333,LHS 3333 A,M (Red dwarf) Star,true,M7
LHS 3333,LHS 3333 B,L (Brown dwarf) Star,false,L6
LP 332-45,LP 332-45,M (Red dwarf) Star,true,M3
BD+33 2990,BD+33 2990,K (Yellow-Orange) Star,true,K9
Imisses,Imisses,M (Red dwarf) Star,true,M1
Waribe,Waribe A,M (Red dwarf) Star,true,M5
Waribe,Waribe B,L (Brown dwarf) Star,false,L9
Waribe,Waribe C,L (Brown dwarf) Star,false,L1
HR 6950,HR 6950,G (White-Yellow) Star,true,G
109 Herculis,109 Herculis A,K (Yellow-Orange giant) Star,true,K7
109 Herculis,109 Herculis B,M (Red dwarf) Star,false,M6
Granthaimi,Granthaimi,K (Yellow-Orange) Star,true,K7
Mokosh,Mokosh,G (White-Yellow) Star,true,G4
Cama,Cama,K (Yellow-Orange) Star,true,K1
BD+35 3145,BD+35 3145,M (Red dwarf) Star,true,M2
Wolf 750,Wolf 750,M (Red dwarf) Star,true,M4
Kawa Athi,Kawa Athi,K (Yellow-Orange) Star,true,K6
LP 329-20,LP 329-20,M (Red dwarf) Star,true,M3
LP 329-20,NN 3936 B,M (Red dwarf) Star,false,M4
AG+21 1754,AG+21 1754 A,K (Yellow-Orange) Star,true,K4
AG+21 1754,AG+21 1754 B,M (Red dwarf) Star,false,M1
AG+21 1754,AG+21 1754 C,L (Brown dwarf) Star,false,L4
Cocorix,Cocorix,M (Red dwarf) Star,true,M5
Sahualasta,Sahualasta A,M (Red dwarf) Star,true,M6
Sahualasta,Sahualasta B,L (Brown dwarf) Star,false,L4
Sahualasta,Sahualasta C,T (Brown dwarf) Star,false,T5
Sahualasta,Sahualasta D,L (Brown dwarf) Star,false,L9
Frendian,Frendian A,G (White-Yellow) Star,true,G3
Frendian,Frendian B,M (Red dwarf) Star,false,M3
Amairii,Amairii A,M (Red dwarf) Star,true,M4
Amairii,Amairii B,L (Brown dwarf) Star,false,L7
Amairii,Amairii C,L (Brown dwarf) Star,false,L3
Peradjariu,Peradjariu,M (Red dwarf) Star,true,M6
Ross 732,Ross 732,M (Red dwarf) Star,true,M1
Caihe,Caihe,M (Red dwarf) Star,true,M2
Menambe,Menambe,M (Red dwarf) Star,true,M1
Eta Serpentis,Eta Serpentis,K (Yellow-Orange giant) Star,true,K7
GAT 2,GAT 2 A,K (Yellow-Orange) Star,true,K8
GAT 2,GAT 2 B,M (Red dwarf) Star,false,M6
Sinann,Sinann,G (White-Yellow) Star,true,G3
Zugen,Zugen A,M (Red dwarf) Star,true,M4
Zugen,Zugen B,T (Brown dwarf) Star,false,T0
Zugen,Zugen C,L (Brown dwarf) Star,false,L8
NLTT 44018,NLTT 44018,M (Red dwarf) Star,true,M7
StKM 1-1341,StKM 1-1341 A,K (Yellow-Orange) Star,true,K5
StKM 1-1341,StKM 1-1341 B,M (Red dwarf) Star,false,M6
Osiris,Osiris A,M (Red dwarf) Star,true,M5
Osiris,Osiris B,M (Red dwarf) Star,false,M8
Osiris,Osiris C,M (Red dwarf) Star,false,M8
Ejagh,Ejagh A,M (Red dwarf) Star,true,M2
Ejagh,Ejagh B,M (Red dwarf) Star,false,M7
Lotigandan,Lotigandan A,M (Red dwarf) Star,true,M3
Lotigandan,Lotigandan B,L (Brown dwarf) Star,false,L9
Waricare,Waricare,M (Red dwarf) Star,true,M9
Owionenseno,Owionenseno,M (Red dwarf) Star,true,M0
V774 Herculis,V774 Herculis A,K (Yellow-Orange) Star,true,K6
V774 Herculis,V774 Herculis B,M (Red dwarf) Star,false,M8
Suchagga,Suchagga A,M (Red dwarf) Star,true,M6
Suchagga,Suchagga B,L (Brown dwarf) Star,false,L1
Ross 706,Ross 706 A,K (Yellow-Orange) Star,true,K6
Ross 706,Ross 706 B,M (Red dwarf) Star,false,M3
Ross 706,Ross 706 C,T (Brown dwarf) Star,false,T8
Ross 706,Ross 706 D,M (Red dwarf) Star,false,M7
Ross 706,Ross 706 E,L (Brown dwarf) Star,false,L2
Aptet,Aptet A,M (Red dwarf) Star,true,M2
Aptet,Aptet B,M (Red dwarf) Star,false,M7
V775 Herculis,V775 Herculis A,K (Yellow-Orange) Star,true,K4
V775 Herculis,V775 Herculis B,M (Red dwarf) Star,false,M8
Wat Yu,Wat Yu,M (Red dwarf) Star,true,M3
Wolf 1509,Wolf 1509,M (Red dwarf) Star,true,M3
Wolf 1509,Gliese 734 B,M (Red dwarf) Star,false,M6
V1285 Aquilae,V1285 Aquilae,M (Red dwarf) Star,true,M3
110 Herculis,110 Herculis,F (White) Star,true,F0
BR Piscium,BR Piscium,M (Red dwarf) Star,true,M4
Chothe,Chothe A,M (Red dwarf) Star,true,M4
Chothe,Chothe B,L (Brown dwarf) Star,false,L8
NLTT 6655,NLTT 6655,M (Red dwarf) Star,true,M5
Lan Gundi,Lan Gundi A,M (Red dwarf) Star,true,M5
Lan Gundi,Lan Gundi B,L (Brown dwarf) Star,false,L1
LP 255-11,LP 255-11 A,M (Red dwarf) Star,true,M6
LP 255-11,LP 255-11 B,L (Brown dwarf) Star,false,L6
LP 255-11,LP 255-11 C,T (Brown dwarf) Star,false,T0
Lamaku,Lamaku,M (Red dwarf) Star,true,M4
Gorringa,Gorringa A,M (Red dwarf) Star,true,M5
Gorringa,Gorringa B,M (Red dwarf) Star,false,M4
HIP 36731,HIP 36731,G (White-Yellow) Star,true,G5
Ahemakino,Ahemakino,G (White-Yellow) Star,true,G8
Ammapatha,Ammapatha A,M (Red dwarf) Star,true,M1
Ammapatha,Ammapatha B,L (Brown dwarf) Star,false,L6
Tripuru,Tripuru A,M (Red dwarf) Star,true,M8
Tripuru,Tripuru B,T (Brown dwarf) Star,false,T0
Tripuru,Tripuru C,L (Brown dwarf) Star,false,L2
Gerong,Gerong A,M (Red dwarf) Star,true,M4
Gerong,Gerong B,M (Red dwarf) Star,false,M3
Wolf 265,Wolf 265 A,K (Yellow-Orange) Star,true,K4
Wolf 265,Wolf 265 B,M (Red dwarf) Star,false,M4
Wolf 265,Wolf 265 C,M (Red dwarf) Star,false,M2
Hrunda,Hrunda A,M (Red dwarf) Star,true,M7
Hrunda,Hrunda B,L (Brown dwarf) Star,false,L7
Hrunda,Hrunda C,T (Brown dwarf) Star,false,T2
Tjapakh,Tjapakh A,M (Red dwarf) Star,true,M8
Tjapakh,Tjapakh B,L (Brown dwarf) Star,false,L4
Tjapakh,Tjapakh C,T (Brown dwarf) Star,false,T2
Chuntal,Chuntal,K (Yellow-Orange) Star,true,K7
Mileku,Mileku A,M (Red dwarf) Star,true,M8
Mileku,Mileku B,L (Brown dwarf) Star,false,L7
Dieslic,Dieslic A,G (White-Yellow) Star,true,G2
Dieslic,Dieslic B,M (Red dwarf) Star,false,M0
Dieslic,Dieslic C,M (Red dwarf) Star,false,M6
Li Tenyayp,Li Tenyayp,M (Red dwarf) Star,true,M0
Orishala,Orishala A,K (Yellow-Orange) Star,true,K4
Orishala,Orishala B,M (Red dwarf) Star,false,M3
HIP 10050,HIP 10050 A,F (White) Star,true,F0
HIP 10050,HIP 10050 B,K (Yellow-Orange) Star,false,K1
HIP 10050,HIP 10050 C,M (Red dwarf) Star,false,M8
BD+28 413,BD+28 413,K (Yellow-Orange) Star,true,K1
BD+28 413,BD+28 413 7,Y (Brown dwarf) Star,false,Y3
Kokobi,Kokobi,M (Red dwarf) Star,true,M0
Inhers,Inhers,M (Red dwarf) Star,true,M8
Jabugaly,Jabugaly,K (Yellow-Orange) Star,true,K2
Kudiyu,Kudiyu,G (White-Yellow) Star,true,G5
LHS 6027,LHS 6027 A,M (Red dwarf) Star,true,M1
LHS 6027,LHS 6027 B,M (Red dwarf) Star,false,M9
LHS 6027,LHS 6027 C,T (Brown dwarf) Star,false,T4
Cochipati,Cochipati,M (Red dwarf) Star,true,M5
109 Piscium,109 Piscium,G (White-Yellow) Star,true,G
109 Piscium,109 Piscium 4,Y (Brown dwarf) Star,false,Y2
109 Piscium,109 Piscium 5,Y (Brown dwarf) Star,false,Y4
LTT 11244,LTT 11244 A,K (Yellow-Orange) Star,true,K3
LTT 11244,LTT 11244 B,K (Yellow-Orange) Star,false,K0
LTT 11244,LTT 11244 C,M (Red dwarf) Star,false,M6
37 Ursae Majoris,37 Ursae Majoris,F (White) Star,true,F1
LHS 2522,LHS 2522,White Dwarf (DA) Star,true,null
LHS 2522,LHS 2522 1,Y (Brown dwarf) Star,false,Y1
LHS 2522,LHS 2522 3,Y (Brown dwarf) Star,false,Y4
Ejagham,Ejagham,F (White) Star,true,F1
Seshenghus,Seshenghus,Y (Brown dwarf) Star,true,Y0
LHS 1920,LHS 1920 A,M (Red dwarf) Star,true,M7
LHS 1920,LHS 1920 B,L (Brown dwarf) Star,false,L4
LHS 1920,LHS 1920 C,T (Brown dwarf) Star,false,T4
CD-49 1643,CD-49 1643 A,G (White-Yellow) Star,true,G0
CD-49 1643,CD-49 1643 B,K (Yellow-Orange) Star,false,K6
CD-49 1643,CD-49 1643 C,M (Red dwarf) Star,false,M7
Bonitou,Bonitou,F (White) Star,true,F3
Libaia Bara,Libaia Bara A,M (Red dwarf) Star,true,M4
Libaia Bara,Libaia Bara B,M (Red dwarf) Star,false,M9
Sofagre,Sofagre A,M (Red dwarf) Star,true,M0
Sofagre,Sofagre B,L (Brown dwarf) Star,false,L2
Sofagre,Sofagre C,T (Brown dwarf) Star,false,T1
Sofagre,Sofagre D,L (Brown dwarf) Star,false,L8
Sofagre,Sofagre E,L (Brown dwarf) Star,false,L1
Difu,Difu,K (Yellow-Orange) Star,true,K8
Ross 1057,Ross 1057,M (Red dwarf) Star,true,M4
Njulngan,Njulngan A,L (Brown dwarf) Star,true,L5
Njulngan,Njulngan B,T (Brown dwarf) Star,false,T1
HIP 16747,HIP 16747,K (Yellow-Orange) Star,true,K1
HIP 16747,HIP 16747 7,Y (Brown dwarf) Star,false,Y3
Hranit,Hranit,M (Red dwarf) Star,true,M1
Wargis,Wargis,T Tauri Star,true,TTS1
HIP 14684,HIP 14684,G (White-Yellow) Star,true,G7
HIP 14684,HIP 14684 5,Y (Brown dwarf) Star,false,Y3
LHS 3739,LHS 3739,M (Red dwarf) Star,true,M3
LHS 3739,NN 4243 B,M (Red dwarf) Star,false,M4
Abrocmii,Abrocmii,M (Red dwarf) Star,true,M6
BD+08 642,BD+08 642 A,K (Yellow-Orange) Star,true,K7
BD+08 642,BD+08 642 B,K (Yellow-Orange) Star,false,K9
BD+08 642,BD+08 642 C,M (Red dwarf) Star,false,M8
Uchaluroja,Uchaluroja A,K (Yellow-Orange) Star,true,K2
Uchaluroja,Uchaluroja B,K (Yellow-Orange) Star,false,K7
Uchaluroja,Uchaluroja C,K (Yellow-Orange) Star,false,K8
Psi Tauri,Psi Tauri,F (White) Star,true,F0
CD-27 2736,CD-27 2736,K (Yellow-Orange) Star,true,K4
CD-27 2736,CD-27 2736 4,Y (Brown dwarf) Star,false,Y2
