Bullpop,Federation,Corporate,Military,Low,63931,Black Sun Crew
LHS 3384,Federation,Corporate,Industrial,Medium,3853461,Narasimha Ltd
Minatae,Independent,Cooperative,Refinery,Low,42737,Social Eleu Progressive Party
Choth,Independent,Communism,Industrial,Medium,2289410,Citizen Party of Adju
BD+01 3574,Independent,Cooperative,Industrial,Medium,9783557,Social Eleu Progressive Party
Katuri,Federation,Democracy,Agriculture,High,2841893384,Intergalactic Nova Republic
Tumuzgo,Empire,Corporate,Colony,Medium,183514,MIRAI Group
Jumuzgo,Empire,Patronage,Agriculture,High,10791129026,Lavigny's Legion
CD-68 29,Empire,Feudal,Agriculture,Medium,1432297096,Earls of Xibalba
Badia,Empire,Feudal,Industrial,Medium,11865684,Royal Elite of the Grand Duke
CD-51 881,Empire,Patronage,Refinery,Medium,603678,Ch'in Yang Empire Assembly
Wong Guin,Empire,Feudal,High Tech,High,7375530,Legion of the Black Sea
Ndebech,Empire,Patronage,Colony,Low,80356,Imperial Privateers
Santupik,Empire,Corporate,Colony,Low,95646,G.O.M. Collective
CD-51 102,Empire,Patronage,High Tech,High,10691057,Likedeeler of Michel
LHS 6305,Independent,Corporate,Industrial,High,17513260,Oblivion Fleet
Smethells 173,Independent,Corporate,Tourism,Medium,1646566,51TH Massilia Corporation
Yamatzicni,Empire,Dictatorship,Extraction,Low,4534,Imperial Navy Australia
Narakwates,Empire,Patronage,Industrial,Medium,38147164,Likedeeler of Michel
Allovaste,Empire,Patronage,Extraction,Low,87333,Booty Bay Butchers
Ngarawe,Empire,Patronage,Industrial,High,8791726,Ocellus Fleet
Phraces,Independent,Confederacy,Industrial,Low,4628684,The Razor Whips
LTT 1572,Empire,Patronage,Military,Medium,86705,Lavigny's Legion
Zhu Baba,Empire,Patronage,Extraction,Medium,236652,Meropis Empire Pact
Canani,Empire,Patronage,Industrial,Medium,4326937,Zhu Baba Empire Assembly
Ch'in Yang,Empire,Corporate,Industrial,Medium,4295353,CD-45 973 & Co
HIP 9672,Empire,Corporate,Agriculture,Medium,1769553931,Empire Corsairs
Avarigines,Federation,Corporate,Extraction,Low,73496,Olympus Trading Corp
LPM 752,Empire,Patronage,Refinery,Medium,174760,Balmung Patron's Principles
Sapii,Independent,Anarchy,Military,Anarchy,101155,Gang of Sapii
V484 Tauri,Independent,Democracy,Refinery,Low,35740,EXO
Hyroks,Federation,Confederacy,High Tech,Medium,7331965,Elite Rebel Force
Rongites,Empire,Patronage,Military,Medium,132189,The 9th Legion
V418 Hydrae,Federation,Corporate,Extraction,Medium,115604,Sun Pin Jet Federal Limited
HR 571,Independent,Cooperative,Agriculture,High,13459472656,Celestial Light Brigade
Peckollerci,Alliance,Corporate,Agriculture,Medium,2707186640,Razorback Astronautics
HIP 14157,Empire,Patronage,Extraction,Medium,79228,HIP 14157 Patrons of Law
Hrungubuju,Federation,Corporate,Extraction,Medium,229207,Olympus Trading Corp
Muras,Independent,Dictatorship,Extraction,Low,1530,PLOID
Dumnon,Independent,Communism,Industrial,Low,1437925,Citizen Party of Dumnon
Ithelki,Independent,Corporate,Terraforming,Medium,246010,Galactic Rangers
HIP 20440,Independent,Democracy,Industrial,Medium,9847588,The Undaunted Pilots of HIP 20440
Yoruba,Alliance,Democracy,Agriculture,High,4507966678,Alliance Democratic Network
HR 6907,Independent,Communism,Refinery,Medium,81038,Warigua Union
Maroine,Empire,Patronage,Terraforming,Medium,287459240,Imperial Enforcement Division
Bactrib,Empire,Patronage,Industrial,Medium,30580826,Bactrib Patrons of Law
HIP 95044,Independent,Cooperative,Extraction,Medium,91586,Canonn
LP 747-25,Federation,Democracy,Industrial,Medium,5061360,Federal Expeditionary Armed Response
Chukchan,Independent,Corporate,Industrial,Medium,5135743,Pisat Electronics & Co
CD-61 1439,Federation,Democracy,Agriculture,Medium,5336152151,Values Party of CD-61 1439
Heget,Empire,Patronage,Industrial,Medium,4070241,Silver Hunter Order
Tartarus,Empire,Corporate,Extraction,Medium,144395,Outer Worlds Network
LTT 14478,Alliance,Corporate,Agriculture,High,796821014,Alliance Office of Statistics
Dzacab,Independent,Dictatorship,Extraction,Low,45954,PLOID
BD+65 626,Alliance,Democracy,Refinery,Low,34405,Movement for Caraceni Future
LP 102-320,Independent,Corporate,Tourism,Medium,542899,Veritas Kingdom
Sharijio,Independent,Patronage,Refinery,Low,25558,CHIMERA
Gurumukas,Federation,Democracy,Refinery,Medium,82244,Gurumukas Resistance
Guanatamas,Independent,Patronage,Extraction,Low,14381,CHIMERA
Laukese,Empire,Patronage,Agriculture,High,3395336833,Laukese Empire Group
Arabrini,Empire,Corporate,Refinery,Medium,29998,House of Saga
Kunta,Alliance,Corporate,Refinery,Low,119636,Ouroboros Holdings Corps
Kamito,Empire,Patronage,High Tech,High,18173613,Kamito Patron's Principles
Rauta,Independent,Corporate,High Tech,High,7613552,Varangian Syndicate
HIP 23443,Independent,Democracy,Agriculture,High,3553564131,THE AZGHARIE
HR 3193,Independent,Corporate,Extraction,Medium,2461632,Potolot Inc.
Luchu,Independent,Prison colony,Extraction,Medium,64691,EDA Kunti League
Izhorians,Federation,Corporate,Extraction,Low,41263,Federal Reclamation Co
HIP 21414,Federation,Corporate,Industrial,Medium,8542352,Steel Wolves Aegis Tactical
HIP 11218,Independent,Anarchy,Industrial,Anarchy,2306082,Raiders of Helveti
Waribroci,Empire,Corporate,Industrial,Low,25338,Waribroci State Holdings
Pthan Yi,Empire,Feudal,Industrial,Medium,54402,HR 7012 Noblement
HIP 6978,Independent,Democracy,Agriculture,Medium,3721210360,Errantry Alliance of Narvert
Koamulotri,Empire,Patronage,Refinery,Medium,120603,Chati Imperial Society
LHS 1339,Federation,Confederacy,Refinery,High,7505138,Black Sails Sq.69
BD+69 238,Federation,Democracy,Industrial,Medium,126612,The Fatherhood
Deceangli,Independent,Communism,Industrial,Low,2158338,Citizen Party of Grabil
Morotriman,Alliance,Cooperative,Industrial,Medium,10151836,Alliance Rapid-reaction Corps
Graill Redd,Alliance,Corporate,Agriculture,High,958200815,LP 128-32 Corporation
CPD-60 604,Empire,Corporate,Agriculture,Medium,386059,L.Y.S Corp.
Pethes,Independent,Feudal,Military,Medium,179625,Equestrian Naval Fleet
Exbeur,Federation,Democracy,Extraction,Medium,930040629,Blood Brothers from Alrai
Cintices,Independent,Corporate,Industrial,Low,37088,Omega Merchant Command
Shongbon,Independent,Prison colony,Refinery,Medium,135167,EDA Kunti League
Denka,Empire,Patronage,Refinery,Medium,354886,Denka Patron's Principles
Pilngalu,Independent,Corporate,Refinery,Low,69925,COREX Space Exploration
Vitra,Empire,Patronage,Terraforming,Medium,7084087,Vucasto Patrons of Law
HIP 7211,Empire,Patronage,Extraction,Medium,788783,Peraesii Empire Consulate
HIP 39720,Independent,Feudal,Agriculture,Medium,95124,Ryders of the Void
Jaradharre,Federation,Corporate,Industrial,High,17015448,Terra-EX Astro Corp
NLTT 14879,Federation,Democracy,Industrial,Medium,2969673,The Fatherhood
Iyaka,Alliance,Corporate,Refinery,Medium,188557,Razorback Astronautics
Hosus,Independent,Feudal,Terraforming,Medium,108950,Ryders of the Void
Paresa,Empire,Patronage,Agriculture,Medium,6019569785,Nova Paresa
Motie,Federation,Corporate,Extraction,Low,107866,Federal Reclamation Co
HIP 78158,Independent,Cooperative,Industrial,Low,27898,12th Fleet
LHS 2157,Federation,Corporate,Refinery,Medium,504962,Minutemen
Udihikoja,Empire,Dictatorship,Industrial,Medium,6896596,Traditional Coquim Defence Party
Bondranses,Independent,Democracy,Industrial,Low,3653551,Beasts of Bestia
LHS 3631,Federation,Corporate,Industrial,High,5467190,LHS 3631 Network
Tsim Binba,Empire,Patronage,High Tech,High,22478618,Imperial Self Defense Force
Andonnus,Independent,Feudal,High Tech,High,16167708,Ancient Legio
Llwyddi Di,Federation,Democracy,Refinery,Medium,128414,Blood Brothers from Alrai
Votai,Independent,Communism,Terraforming,Medium,311965,Sukree Labour Union
Miroman,Empire,Patronage,Terraforming,Medium,288787174,Imperial Enforcement Division
Mong Kung,Alliance,Corporate,Refinery,Medium,317089,Alliance Office of Statistics
Babal,Empire,Feudal,Extraction,Medium,86858,Praetorian Curiate Assembly
Hun Nongga,Independent,Cooperative,Industrial,Medium,2300783,Celestial Light Brigade
Sura Rama,Empire,Patronage,Refinery,Medium,325688,Jamariges Emperor's Grace
Rugai,Independent,Feudal,Military,Medium,92591,Zugen Dynasty
Tarach Tor,Independent,Dictatorship,High Tech,Low,1520811,Guardians of Tranquillity
Girya Gu,Independent,Corporate,Industrial,Medium,3830263,Iridium Wing
Palanti,Independent,Corporate,Industrial,Low,2148273,Bar of Dreamers Inc
Daiburi,Empire,Patronage,Refinery,Low,45718,Imperial Enforcement Division
HIP 21256,Independent,Democracy,Agriculture,Low,39718,Simbad Regime
LTT 8001,Federation,Corporate,Extraction,High,6830046,LTT 8001 Creative Co
HIP 85297,Independent,Communism,Industrial,Medium,13819643,Mugari Unionists
Chi Herculis,Independent,Corporate,Agriculture,Medium,5206308,New Pilots Initiative
Telengits,Empire,Patronage,Agriculture,Low,15893,HR 6565 Triad
Fengalufon,Empire,Patronage,Military,Low,37621,Imperial Enforcement Division
BPM 16204,Independent,Democracy,Colony,Low,78744,United German Commanders
Walmir,Independent,Democracy,Refinery,Low,24649,Enigma Dyson Syndicate
Ngugira,Federation,Democracy,Agriculture,High,4371174723,Revolutionary Party of Ngugira
Midgcut,Federation,Confederacy,Refinery,Medium,166427,Luyten 347-14 Confederation
Sadhbh,Empire,Patronage,Extraction,Medium,95044,Likedeeler of Michel
Guruku Yi,Independent,Communism,Refinery,Low,27076,Guardians of Harmony
HIP 9252,Independent,Patronage,High Tech,Low,50473,Tactical Operation 31
Mehet,Independent,Corporate,High Tech,Medium,12180148,Atlas Corporation
Laksmi,Empire,Corporate,Military,Low,23614,Kolhou Wu Systems
G 85-12,Independent,Patronage,Military,Medium,226093,Quebecois Patriots
LHS 2205,Alliance,Corporate,Refinery,Medium,124554,Shen Co. LTD
Tjindjin,Federation,Democracy,High Tech,Medium,5111347,The Shadow Navy
Anyanwu,Independent,Democracy,High Tech,Low,36364,The Dark Wheel
Gaohikel,Federation,Corporate,Extraction,Medium,1241234,Terra-EX Astro Corp
Larais,Federation,Corporate,Colony,Low,40470,Terra-EX Astro Corp
LFT 859,Independent,Feudal,Refinery,Medium,218098,DT Virginis Dynasty
T'ienimi,Independent,Cooperative,Military,Medium,201902,Maverick AX++
Senones,Independent,Anarchy,Agriculture,Anarchy,1882340455,Diamond Frogs
Pisage,Empire,Corporate,Military,Low,7917,Pisage Gold Natural Ltd
Keiadimui,Independent,Anarchy,Industrial,Anarchy,6724732,Sorcerers of the Void
Chankates,Empire,Corporate,Refinery,Low,71497,Platinum Imperia Mining Ltd
Ross 765,Federation,Corporate,Military,Medium,49909,Achelous Smart Industry Corp
Haita,Independent,Communism,Refinery,Low,27951,Citizen Party of Grabil
Wulwula,Independent,Corporate,Industrial,High,35587838,ZEN Industries
Viracocha,Independent,Dictatorship,Agriculture,Medium,3503311,EG Union
Aetius,Empire,Feudal,Extraction,Low,53417,Imperial Council Of Nobles
Orom,Empire,Corporate,Refinery,Medium,25271,Amarishvaru Advanced Holdings
Zeta Tucanae,Federation,Corporate,High Tech,Medium,219600,Earth Defense Fleet
Lambda Arae,Independent,Corporate,Agriculture,High,14271466281,Atlas Corporation
Awabatamori,Independent,Confederacy,Extraction,Medium,2083454,The L.O.S.P.
Ross 211,Independent,Dictatorship,Refinery,Low,94289,Wings Of Justice
LTT 2151,Federation,Corporate,Agriculture,High,2475030637,Minutemen
Mulungu,Independent,Cooperative,Refinery,Medium,159903,The Independent Nation of Yggdrasil
LP 847-48,Federation,Corporate,Industrial,High,19095728,Minutemen
Djapati,Independent,Confederacy,Extraction,Low,25112,The Wolf Society
Geras,Independent,Patronage,Industrial,High,33423683,Quebecois Patriots
Lorden,Empire,Patronage,High Tech,Medium,7027640,Verne Partners LLP
Aebocorio,Independent,Democracy,Refinery,Medium,139857,Tom Paine's Crew
Yemotwa,Empire,Patronage,Extraction,Low,45399,Likedeeler of Michel
HIP 15815,Empire,Dictatorship,Refinery,Medium,129401,HIP 15815 Dominion
Vinansans,Empire,Patronage,Extraction,Medium,186995,Vinansans Empire League
Shakmbu,Empire,Corporate,Refinery,Medium,263246,Shakmbu Incorporated
Thotigue,Empire,Patronage,High Tech,Low,24018,Jura Empire Consulate
Col 285 Sector QN-T d3-77,Independent,Feudal,Refinery,Low,162677,Nobles of Surtiong
Lotigani,Independent,Dictatorship,Extraction,Low,28730,Wolves of Jonai
Baldeka,Federation,Corporate,Industrial,Medium,5065807,Baldeka Exchange
Witolia,Independent,Democracy,Extraction,Low,27819,Fatal Shadows
Tjial,Independent,Democracy,Extraction,Medium,238868,Pixel Bandits Security Force
LFT 945,Alliance,Corporate,Extraction,Low,19058,Wolf 406 Transport & Co
Temba,Federation,Corporate,Military,Medium,168613,Federal Foreign Legion Strike Force
LTT 9164,Independent,Democracy,Tourism,Low,294761,G-CLAN
Kuruacani,Independent,Cooperative,Refinery,High,8429807,Teaka Elite Altruists Bagging Cooperative
Thosagii,Empire,Patronage,Refinery,High,72121,Kelin Samba Guardians
Su Lin,Empire,Patronage,Refinery,Medium,442634,Imperial Grey Wolves
Kurrae,Empire,Feudal,Agriculture,High,3912562421,Praetorian Curiate Assembly
Sippi,Independent,Dictatorship,Industrial,Medium,3018310,Union Cosmos
Herci,Independent,Democracy,Extraction,Medium,50802,Society Of Greybeards
Zang O,Independent,Feudal,Colony,Low,2532,Birpinovit Dynasty
HR 1124,Independent,Feudal,Colony,Low,259,Marquis du Ma'a
Gladutjin,Independent,Theocracy,High Tech,Medium,8615033,Order of Enblackenment
LP 254-27,Independent,Corporate,Agriculture,Medium,4700765,LP 254-27 Partners
Wangai,Empire,Patronage,Industrial,Medium,2380639,Elite United Worlds
Pictavul,Empire,Patronage,Agriculture,Medium,14077027440,Likedeeler of Michel
HIP 114880,Independent,Cooperative,Agriculture,Medium,3016774537,Wadj Wen as one
Chacocha,Empire,Patronage,Refinery,Medium,212454,Imperial Flag
LHS 3589,Independent,Democracy,High Tech,High,24320927,Canadian Space Enterprise
Egovae,Independent,Dictatorship,Agriculture,Medium,4916202102,The Sovereign Justice Collective
HIP 66814,Federation,Confederacy,Military,Low,98010,Confederation of Kagutine
Matres,Alliance,Corporate,Extraction,Low,37736,Wolf 406 Transport & Co
Colando Po,Independent,Cooperative,Extraction,Low,5377,Dijkstra PLC
LTT 15294,Federation,Democracy,Extraction,Medium,283758,Values Party of LTT 15294
LTT 3572,Independent,Corporate,Refinery,High,6030546,Star Pilots
Kungati,Independent,Feudal,Refinery,Low,51924,Lords of Potiguara
Djinbin,Federation,Confederacy,Colony,Low,75424,Xebon Syndicate
NLTT 2682,Independent,Democracy,Extraction,Medium,240835,United German Commanders
Khakari,Independent,Dictatorship,High Tech,Low,26534,Nationalists of Celtani
LHS 3516,Federation,Democracy,Refinery,Low,27322,Old Space Cowboys ABDE
Lu Xianses,Independent,Corporate,Refinery,Low,73671,Beyond Infinity Corporation
Gliese 170.1,Independent,Cooperative,Agriculture,Low,102457,The Argus Initiative
Cenoi,Independent,Feudal,Refinery,Low,12903,Noblemen of Cenoi
LHS 446,Independent,Corporate,Industrial,High,8801700,New Pilots Initiative
Ragnorak,Independent,Corporate,Refinery,High,11530073,Oblivion Fleet
LP 716-35,Federation,Corporate,Colony,Low,165884,Earth Defense Fleet
Guguurtuu,Independent,Democracy,Industrial,Low,2591709,Fatal Shadows
Mamitu,Federation,Democracy,Refinery,Low,142265,United Wolf 587 for Equality
Ross 720,Independent,Dictatorship,Industrial,High,10837506,Gilgamesh Corps Orbital Protection
Zorya Wujis,Independent,Cooperative,Industrial,Medium,4014594,Open Pilot's Initiative
Ngarra,Independent,Confederacy,High Tech,Low,88813,Black Widow
LHS 3593,Federation,Corporate,Industrial,High,15377626,LHS 3593 Co
Kushen,Federation,Corporate,Industrial,Medium,23475910,Kushen Corporation
LTT 2042,Federation,Corporate,Refinery,Medium,212160,Marana Network
Aurea,Independent,Confederacy,Agriculture,Low,129813,The L.O.S.P.
Halai,Independent,Democracy,Industrial,High,17418986,German Pilot Lounge
Kucumana,Independent,Feudal,Extraction,Medium,224162,Noblemen of Nohock Ek
Sirobogama,Alliance,Corporate,Terraforming,Medium,6890879,Sap Core Legion
Akbaksas,Federation,Corporate,Extraction,Low,1366,Wuli Natural Organisation
Medeina,Empire,Dictatorship,High Tech,Low,18585,Steel Brotherhood
LP 131-66,Alliance,Confederacy,Tourism,Low,581238,Terran Colonial Forces
Bharezo,Independent,Democracy,Refinery,Low,136616,Cobra Wing
HIP 80242,Independent,Corporate,High Tech,Medium,20009513,Beyond Infinity Corporation
Ramandji,Empire,Patronage,Extraction,Medium,2925406,Tatuba Emperor's Grace
HIP 18918,Empire,Patronage,Industrial,High,7089380,Gliese 3258 Empire Pact
LP 581-36,Independent,Confederacy,Agriculture,Low,3303384846,Tethys Independent Crew
Lugger,Federation,Corporate,Agriculture,High,1548386608,Lugger General Organisation
DS Leonis,Federation,Corporate,High Tech,Medium,10010869,DS Leonis Industries
Chukchisalk,Alliance,Corporate,Extraction,Medium,21605,Excalibur Arms and Munitions
CD-46 14401,Independent,Democracy,High Tech,Medium,5915406,Paladin Consortium
Ngbato,Empire,Patronage,Industrial,High,10784124,Rho Capricorni Empire League
Col 285 Sector SZ-F c11-4,Independent,Feudal,Military,Medium,95430085,The Dukes of Mikunn
HIP 13841,Empire,Corporate,Extraction,Medium,158613,Artemis Corporation
Gungnir,Independent,Corporate,Extraction,Medium,44546,Gungnir Corporation
Tharamamor,Independent,Feudal,Extraction,Low,1931,The Dukes of Mikunn
Gaunab,Empire,Corporate,Extraction,High,5566865,East India Company
Velliep,Empire,Patronage,Refinery,High,443256,The Galactic Consortium of Billionaires
Qarato,Independent,Democracy,Colony,Medium,150816,Paladin Consortium
LHS 519,Independent,Corporate,Extraction,Medium,150449,SSL Interstellar PLC
HIP 103710,Independent,Corporate,Extraction,Medium,20630,HIP 103710 PLC
Mu-2 Octantis,Empire,Patronage,Industrial,High,12296710,1st Galactic Line of Defence
Popontia,Independent,Democracy,Agriculture,Medium,2226203739,Brazilian Armada X
Tzotzicni,Independent,Communism,Refinery,Low,88521,Citizen Party of Grabil
Nai No Kami,Empire,Patronage,Industrial,Medium,1793174,The Void Walkers
Daramo,Independent,Cooperative,Agriculture,High,2023117559,Teaka Elite Altruists Bagging Cooperative
Hlocidirus,Federation,Democracy,Refinery,Medium,199995,Hlocidirus Resistance
HIP 88553,Independent,Communism,Extraction,Medium,54453,United Fintamkina Left Party
HIP 33282,Independent,Confederacy,Industrial,Medium,10412455,Privateer's Alliance
Klikudiya,Independent,Dictatorship,Industrial,High,13717409,Civitas Dei
Arinack,Federation,Democracy,Industrial,High,20054829,Independent Arinack Free
HIP 21123,Independent,Cooperative,Military,Low,109695,Friends of HIP 21123
BD-11 4280,Independent,Cooperative,Industrial,Medium,6869943,Social Eleu Progressive Party
Mongatha,Federation,Corporate,Military,Low,140897,501st Federal Mercenary Corps
Shingon,Empire,Patronage,Industrial,Low,35025,Imperial Enforcement Division
K'uanele,Federation,Corporate,Agriculture,Medium,534055644,K'uanele PLC
Lachangu,Empire,Patronage,Extraction,Medium,110807,Lachangu Citizens of Tradition
Tihtipihin,Independent,Confederacy,Industrial,Low,1652917,Brazilian League of Pilots
Kotait,Federation,Democracy,Industrial,High,8483031,People's Enuma for Equality
LAWD 17,Alliance,Corporate,Refinery,Low,67309,Ao Guang Jet Comms Co
Caria,Empire,Patronage,Industrial,Medium,4574240,The Aces Association
G 5-32,Empire,Corporate,Refinery,Medium,1771209,East India Company
HIP 14989,Empire,Corporate,High Tech,Low,36115,Kaxinantu Blue Public Solutions
Hesatsu,Independent,Cooperative,Military,Medium,121728,Teaka Elite Altruists Bagging Cooperative
Benoit,Federation,Democracy,Refinery,Medium,409513,Democrats of Benoit
Asherah,Alliance,Confederacy,Military,Medium,42177,Five Points Syndicate
Kandama,Independent,Communism,Agriculture,Medium,717298205,Citizen Party of Grabil
Hariates,Empire,Patronage,Agriculture,Medium,454694266,Tell's Wrath of Ugrivirii
Lei Zi,Independent,Corporate,Agriculture,Medium,3763452,COREX Space Exploration
Bodedi,Independent,Confederacy,Industrial,Medium,3489111,Coalition of Bodedi
Namarii,Empire,Patronage,Industrial,High,5386073,Imperial Privateers
Gliese 9090,Empire,Patronage,Extraction,Low,43791,HIP 11241 Patrons of Law
Sopo Vuh,Empire,Patronage,Terraforming,Medium,261040,Sabra Jaguar
Zac Uaye,Independent,Communism,Military,Medium,105680,Citizen Party of Grabil
LHS 1681,Federation,Corporate,Industrial,Medium,3174151,Tharsis Corporation
Mitl,Federation,Corporate,Extraction,Medium,48268,Nakulha Travel Solutions
BD-22 5522,Empire,Feudal,Industrial,Medium,105238,Aristocrats of Yawal
HIP 32916,Independent,Confederacy,Extraction,Medium,77712,Privateer's Alliance
LP 552-48,Independent,Corporate,Industrial,Medium,9755286,Dark Echo
Wakam,Independent,Confederacy,Industrial,Low,2214841,Brazilian League of Pilots
LP 672-4,Federation,Democracy,Industrial,High,11406650,Future of Melcior
LP 620-3,Independent,Democracy,Industrial,High,11326900,Alchemy Den
LHS 417,Federation,Democracy,High Tech,Low,122431,Blood Brothers from Alrai
Sokolsci,Empire,Patronage,High Tech,Medium,9536086,The 9th Legion
Dain,Independent,Feudal,Agriculture,Low,61961,The Dukes of Mikunn
Banda,Independent,Corporate,Industrial,Medium,6824383,SSL Interstellar PLC
86 Mu Herculis,Independent,Democracy,Extraction,Medium,299484,The Dark Wheel
Njortamool,Empire,Patronage,Refinery,Low,29911,Booty Bay Butchers
Phra Gongo,Empire,Patronage,Refinery,Low,74687,7th Interplanetary Defense Fleet
HIP 103138,Independent,Dictatorship,High Tech,Medium,5237672,Free Space Rangers
Mutujiali,Empire,Patronage,Industrial,Medium,34165301,First Imperial Fleet
HIP 55118,Independent,Corporate,Industrial,High,569960361,Dark Echo
HR 3635,Alliance,Democracy,Agriculture,High,7910623478,Flat Galaxy Society
Rho Capricorni,Empire,Patronage,Refinery,High,131263,Rho Capricorni Empire League
Phi Gruis,Empire,Dictatorship,Extraction,Medium,112516,Imperial Navy Australia
HIP 112648,Empire,Feudal,Agriculture,Medium,1415056920,Imperial Hegemony of Palaiologos
Kadunet,Independent,Corporate,Industrial,Medium,3838335,The Black Hand Syndicate
LHS 1561,Federation,Democracy,Colony,Low,71393,Movement for LHS 20 Liberals
Onyaks,Empire,Corporate,Terraforming,Medium,541425,Onyaks Services
Wolf 914,Independent,Democracy,Terraforming,Medium,5836841,Wolf 914 for Equality
NLTT 16570,Federation,Corporate,Industrial,Medium,13262697,Sirius Special Forces
Raurus,Independent,Dictatorship,Agriculture,Low,27096,Party of Yoru
LFT 824,Federation,Corporate,Agriculture,Low,16426,Minutemen
Phra Atah,Empire,Patronage,Industrial,Low,6074,King Gorgoth's Monarchy
Kamchansan,Empire,Patronage,Refinery,Low,50345,Si Langul Imperial Society
LTT 17102,Independent,Democracy,High Tech,Medium,13432425,The Hellssina Knights
HIP 113632,Empire,Patronage,Agriculture,High,14587233900,King Gorgoth's Monarchy
Yu Shanwen,Independent,Theocracy,Extraction,Low,1956,Sacra Oculus
HIP 104560,Independent,Feudal,Terraforming,Medium,2459733,Lords of Mirdhr
Velniat,Independent,Democracy,Industrial,Medium,4854465,Values Party of Velniat
BD+72 545,Alliance,Democracy,Industrial,High,9207906,Alioth Independents
HIP 113812,Independent,Cooperative,Agriculture,Medium,195297126,The Winged Hussars
Sokojiu,Independent,Corporate,Terraforming,Medium,60803905,Sokojiu Universal Interstellar
Singarli,Empire,Feudal,Industrial,Medium,5290212,13th Legion
Yun Dun,Independent,Patronage,Industrial,High,770865402,CHIMERA
Gridii,Independent,Communism,Industrial,Low,1945807,Union of Gridii
Bajauie,Empire,Dictatorship,Extraction,Medium,119712,Shield of the Empire
Li Pa Pai,Independent,Confederacy,Agriculture,Low,21741,Myakka Minutemen of Matyar
Ross 145,Federation,Democracy,High Tech,High,25474932,Workers of Ross 730 Green Party
HIP 88726,Empire,Patronage,Agriculture,Medium,855908259,Sippidi Emperor's Grace
Khitibe,Empire,Dictatorship,Extraction,Low,18599,Nationals of Woyemsit
Alcha,Independent,Feudal,Extraction,Low,63319,HR 8799 Noblement
Xi Hydrae,Independent,Confederacy,Agriculture,High,1665665678,Myakka Minutemen of Matyar
Meropis,Empire,Patronage,Military,Medium,329930,Meropis Empire Pact
HIP 117706,Empire,Patronage,Industrial,Medium,6388492,Likedeeler of Michel
Sigurd,Empire,Dictatorship,Extraction,Low,3681,New Galouri Defence Force
Jamush,Independent,Corporate,Refinery,Medium,125558,Jamush Blue Bridge Company
Xuanebuth,Empire,Patronage,Tourism,Low,750493,Chapterhouse of Inquisition
Teveri,Independent,Democracy,Industrial,Medium,10748010,Union of Jath for Equality
Pi Piscis Austrini,Empire,Patronage,Agriculture,High,1540730782,First Imperial Fleet
Zmey Goab,Independent,Corporate,Agriculture,Medium,3140941730,SSL Interstellar PLC
Pingurasin,Independent,Cooperative,Colony,Low,94635,Mostly Goodvibes Co-op
HIP 22607,Independent,Corporate,Colony,Medium,45687,Hellraiser Inc.
Oxlahuntiku,Alliance,Cooperative,Colony,Low,53925,Sol's Salutis Aeternum
LTT 7069,Independent,Democracy,Industrial,Medium,6343689,Pixel Bandits Security Force
Lambo,Empire,Feudal,Extraction,High,3924294,Black Hand of Jaaka
Malarni,Independent,Communism,Extraction,Medium,100348,United Fintamkina Left Party
HIP 112052,Independent,Cooperative,Terraforming,Medium,243170,The Winged Hussars
Nyikan,Independent,Confederacy,Extraction,Medium,88061,Alliance of Abora
Yhele,Independent,Cooperative,Industrial,Medium,26413287,The Winged Hussars
HIP 60325,Independent,Corporate,Industrial,Medium,3928282,German Space Cruisers Inc.
HIP 103498,Independent,Cooperative,Terraforming,Medium,221981,Celestial Light Brigade
Khong Shi,Federation,Confederacy,Refinery,Low,15714,Khong Shi League
Aedui,Independent,Dictatorship,Industrial,Low,38426,Wolves of Jonai
HIP 95772,Independent,Feudal,Extraction,Low,44564,Nobles of HIP 95772
Zosinambure,Independent,Democracy,Colony,Medium,69564,Portuguese Royal Navy
Koyeris,Alliance,Democracy,Tourism,Low,613862,Movement for Caraceni Future
Langoromes,Empire,Feudal,Extraction,Medium,100957,Black Hand of Jaaka
Col 285 Sector NI-R c5-8,Federation,Democracy,Colony,Low,83531,Federal Fleet Marine Force
Jambojai,Federation,Democracy,Extraction,Low,1431,Hachiman Progressive Party
Col 285 Sector CY-N b21-0,Federation,Confederacy,Refinery,Low,630830,Kistsi Confederation
Tembala,Federation,Confederacy,Agriculture,Medium,3191921628,Ross 651 Partnership
Omicron-2 Eridani,Federation,Democracy,High Tech,Medium,123416,Kokary Liberals
HIP 90539,Federation,Democracy,Refinery,Low,19644,Union of Igbirikan Labour
Nirriti,Federation,Corporate,Extraction,Low,118953,Nirriti State Industry
Igbirikan,Independent,Democracy,Extraction,Medium,2057664,Pixel Bandits Security Force
LHS 6326,Independent,Cooperative,Industrial,Medium,8784624,Social Eleu Progressive Party
Nahumla,Federation,Democracy,Refinery,Low,39939,Oleleuts Liberals
Islastyara,Federation,Democracy,Refinery,Medium,28647,Intergalactic Nova Republic
Wilatha Wang,Federation,Corporate,Extraction,Low,40444,Wilatha Wang Jet Central Hldgs
HIP 77470,Empire,Feudal,Industrial,Medium,17116379,Black Hand of Jaaka
7 Pi-1 Orionis,Federation,Democracy,Agriculture,High,5250287713,7 Pi-1 Orionis Liberals
HR 7221,Empire,Feudal,Agriculture,Medium,997573155,13th Legion
